Cluster,OID_,Fault_proximity,Basement_dummy,Lito_Fans,Lito_Shales,Precipitation,Temperature,Urban_dummy,Vertical_velocity,Age_1980,X,Y
0,229977.9783,5929.5688,0,0.043478261,0.065217391,95.1043799,14.5636924,0.880434783,2.49901225,0.097826087,986886.5155,1002758.149
65,185316,5704.303427,0,0,0,94.63958319,14.60086984,1,2.244413897,0.011494253,985043.1002,1001740.224
66,217064.1057,5995.888748,0,0,0,94.97126995,14.60562936,0.924528302,2.566861079,0.162264151,984910.5036,1002022.066
67,348495.7143,6210.802359,0,0,0,95.00254563,14.61220639,0.571428571,2.684133666,0.160714286,985001.4086,1002242.861
72,547314,7679.976246,0,0,0,96.16465759,14.63205624,0,3.447494745,0,985053.8074,1003711.607
208,254136,5075.289885,0,0,0,93.81967926,14.5870142,1,2.151429653,0,985421.0428,1001123.266
210,230468.5,5808.339624,0,0,0,94.37285614,14.60871649,1,2.209316293,0,985300.0231,1001853.236
211,256985.3012,5925.469696,0,0,0,94.45256959,14.61173313,0.915662651,2.502776138,0.128514056,985295.2425,1001969.362
212,548412.8537,6210.353614,0,0,0,94.77525441,14.61649557,0,2.606366768,0.195121951,985201.0475,1002251.594
213,546898.6,6573.207005,0,0,0,94.99993286,14.62491722,0,2.708468103,0,985266.7362,1002614.221
217,547315,7799.551482,0,0,0,96.0355835,14.64030838,0,3.281908512,0,985387.2174,1003837.455
353,253941.3755,5099.494269,0,0,0,93.51547305,14.58976633,1,2.140920141,0.050218341,985593.1035,1001142.306
354,253845.1818,5256.190837,0,0,0,93.51915628,14.59688907,1,2.098157503,0.022727273,985652.1293,1001296.298
355,230000.075,5769.863343,0,0,0,93.97296181,14.61297744,1,2.236829436,0.0625,985570.9849,1001811.691
356,245431.2285,5926.752235,0,0,0,94.06585228,14.61765357,0.951781971,2.409505679,0.077568134,985580.3249,1001967.617
357,477760.0661,6293.926039,0,0,0,94.27661505,14.62835329,0.239669421,2.770381551,0.099173554,985643.8062,1002331.494
358,402714.5132,6597.803424,0,0,0,94.57816902,14.63381969,0.539473684,2.81173577,0.125,985623.4022,1002635.416
359,279572.5887,6885.360274,0,0,0,94.81012082,14.63939348,0.997311828,2.744180221,0.220430108,985656.4476,1002920.891
360,278603,7033.332885,0,0,0,94.88167572,14.64269733,1,2.817610502,0,985707.7058,1003066.32
365,548828,8754.963498,0,0,0,96.95664978,14.64282703,0,3.457051277,0,985539.5042,1004787.75
366,548829,8837.824223,0,0,0,97.10029602,14.64061546,0,3.302874804,0,985513.1262,1004870.761
498,253399.0304,5125.272897,0,0,0,93.10503855,14.59388838,1,2.089769396,0.05,985860.8687,1001149.587
499,252991.2921,5319.693134,0,0,0,93.24609954,14.60199388,1,2.085101555,0.123809524,985845.7707,1001345.529
500,234352.9167,5652.066861,0,0,0,93.34763654,14.61587103,1,2.13598605,0.666666667,985916.7498,1001670.56
501,469232.75,6010.051654,0,0,0,93.89810441,14.62355843,0.25,2.442265534,0.05,985752.7967,1002042.879
502,343848.2614,6330.588276,0,0,0,93.99095657,14.63457088,0.715909091,2.658000518,0.068181818,985874.7765,1002353.799
503,444269.7131,6577.381336,0,0,0,94.27147581,14.63907347,0.356545961,3.040705009,0.036211699,985840.2957,1002603.136
504,306775.9747,6882.615768,0,0,0,94.57409218,14.64436809,0.89544688,2.906512695,0.134907251,985844.0415,1002907.493
505,278632.4571,7065.153672,0,0,0,94.79487926,14.64595386,1,2.930679693,0.057142857,985814.4023,1003092.064
507,548773,7848.415152,0,0,0,95.57267429,14.65380362,0,2.864986807,0.141176471,985906.5195,1003868.179
508,548821.5,7965.42955,0,0,0,95.77342478,14.65265751,0,3.053327739,0.416666667,985874.5321,1003987.079
643,248248.3133,5209.972927,0,0,0,92.65222076,14.60080666,1,2.085829022,0.069277108,986151.7767,1001199.073
644,235998.1272,5399.764349,0,0,0,92.73092517,14.61022157,1,2.080511456,0.295499022,986182.5896,1001385.769
645,219395.3709,5693.001566,0,0,0,92.86472063,14.62366222,1,2.064204297,0.661818182,986233.2065,1001673.478
647,263666,6409.12939,0,0,0,93.71445274,14.64419937,1,2.646325469,0,986121.7291,1002407.907
648,279276.0665,6673.921167,0,0,0,93.91041291,14.64999305,1,2.865534267,0.199556541,986165.6082,1002668.742
649,251662.0867,6914.863196,0,0,0,94.16834338,14.65434433,1,2.838692409,0.148241206,986173.6849,1002909.551
650,237049.6094,7187.972863,0,0,0,94.32095087,14.66097356,1,2.712257359,0.15625,986289.5669,1003170.011
786,254252.6174,4624.941713,0,0.082995951,0,91.65856625,14.56672618,1,2.082528402,0.133603239,986510.3942,1000533.496
787,223224.4779,4884.932986,0,0,0,91.81530003,14.58449562,1,2.076517162,0.53815261,986491.8161,1000804.464
788,237056.2688,5166.510371,0,0,0,92.04377635,14.60167583,1,2.078749777,0.250988142,986461.8865,1001098.562
789,208191.4864,5466.838736,0,0,0,92.25143219,14.61766957,1,2.061820031,0.590909091,986465.7061,1001403.447
790,212426.1467,5790.133615,0,0,0,92.52898372,14.63217463,1,2.078155374,0.473684211,986461.7597,1001732.45
791,218190.138,6088.949157,0,0,0,92.73575644,14.64437899,1,2.158467401,0.03407155,986506.7575,1002027.362
792,250646.1419,6356.718699,0,0,0,93.03463825,14.65221475,1,2.295409977,0.066361556,986497.9119,1002300.011
793,281132.387,6660.75791,0,0,0,93.44092376,14.6586843,1,2.470193323,0.119246862,986460.6024,1002613.897
794,268282.9179,6962.396819,0,0,0,93.77940188,14.66440353,1,2.495832706,0.099337748,986473.5764,1002916.123
795,242585.8315,7242.510213,0,0,0,94.12978448,14.66783997,1,2.62169982,0.123636364,986475.6121,1003198.267
796,254523.875,7537.821649,0.00245098,0,0,94.43533355,14.671918,1,2.648901238,0.203431373,986536.67,1003486.868
798,294025.9375,8279.024805,0,0,0,95.39511144,14.67333585,1,3.108299997,0.984375,986597.2136,1004224.779
799,290171.156,8487.836094,0,0,0,95.73354807,14.67060737,1,3.060558504,0.609060403,986547.8838,1004441.918
800,289773.235,8646.326953,0,0,0,95.94671149,14.66958059,1,3.077114015,0.631336406,986555.128,1004600.38
801,289275.1096,9093.653469,0,0,0,96.56235081,14.66512245,0.952054795,3.584710854,0.136986301,986577.731,1005047.104
930,217417.9048,4548.855779,0,1,0,90.86396971,14.55263964,1,2.08531936,0.095238095,986869.3821,1000347.448
931,216937.153,4675.328773,0,0.943396226,0,91.13542359,14.56687548,1,2.082428674,0.29769392,986769.3894,1000512.283
932,215624.8135,4958.305672,0,0.547131148,0,91.28676871,14.58893108,1,2.083734682,0.754098361,986764.4252,1000808.343
933,203999.3873,5263.004504,0,0.115023474,0,91.45365231,14.60971134,1,2.073656329,0.577464789,986777.2831,1001120.196
934,205575.2431,5544.012232,0,0,0,91.70810481,14.62644949,1,2.057059894,0.406015038,986764.9846,1001413.39
935,204858.3673,5836.38376,0,0,0,91.98524882,14.64096394,1,2.076583376,0.418141593,986762.6054,1001714.377
936,289866.0166,6123.532986,0,0,0,92.31490132,14.65233225,1,2.138025564,0.23572744,986748.6486,1002011.747
937,295976.9229,6384.171524,0,0,0,92.69588435,14.65941366,1,2.24136262,0.101928375,986703.5197,1002288.022
938,294648.6404,6726.639408,0,0,0,92.9492767,14.67093743,1,2.297165555,0.078651685,986797.5094,1002616.713
939,289056.6625,7015.464679,0,0,0,93.37583802,14.67519908,1,2.279892361,0.058312655,986769.7727,1002916.387
940,249458.019,7291.400531,0,0,0,93.80158364,14.67729086,1,2.354562322,0.097810219,986738.6626,1003202.72
941,283789.8853,7590.706824,0,0,0,94.22199402,14.67915966,1,2.573631716,0.202941176,986739.0399,1003505.991
942,291921.9574,7945.152517,0,0,0,94.59283372,14.68316909,1,2.670309283,0.050290135,986844.5576,1003845.842
943,292180.1404,8208.058402,0,0,0,95.07049808,14.67987827,1,2.904094224,0.29321872,986780.1383,1004123.349
944,292174.122,8443.935663,0,0,0,95.43107761,14.67788468,1,3.060472452,0.607317073,986768.7904,1004363.692
945,288416.2078,8784.702946,0,0,0,95.92268205,14.67484054,1,3.324315251,0.345454545,986780.4301,1004705.796
946,288711.2726,9082.602266,0,0,0,96.37374691,14.6707445,1,3.662436984,0.321705426,986775.0979,1005007.195
947,288228.4507,9273.230102,0,0,0,96.65416615,14.66789815,1,3.6888765,0.070422535,986773.2484,1005199.875
948,296705,9581.015842,0,0,0,97.10839081,14.66369438,1,3.92425251,0,986811.0154,1005504.445
1075,201278.0219,4601.10175,0,1,0,90.34722444,14.5510463,1,2.100192841,0.277372263,987096.9103,1000317.307
1076,203991.4235,4783.006179,0,1,0,90.48381928,14.57022501,1,2.098693588,0.593283582,987075.4329,1000520.314
1077,207362.4478,5052.595644,0,1,0,90.6396657,14.59442284,1,2.095427981,0.686746988,987074.3856,1000806.979
1078,202935.3719,5329.863155,0,0.950413223,0,90.85119843,14.61626319,1,2.076780677,0.737603306,987068.7482,1001101.215
1079,198390.1727,5627.688737,0,0.287846482,0,91.06660705,14.63667368,1,2.060107406,0.281449893,987088.9356,1001406.99
1080,198800.1855,5915.828798,0,0,0,91.3674545,14.65243951,1,2.06573981,0.429435484,987090.4995,1001707.067
1081,296299.3158,6131.378842,0,0,0,91.9734734,14.65632303,1,2.141588487,0.052631579,986930.8637,1001975.711
1082,245673.1765,6552.144449,0,0,0,91.97134998,14.67982627,1,2.246245342,0.068627451,987173.4577,1002343.962
1083,274264.6199,6813.058055,0,0,0,92.49392812,14.68365811,1,2.265718279,0.207865169,987102.5783,1002632.557
1084,253184.2145,7102.617088,0,0,0,92.97576108,14.68737998,1,2.244051805,0.272727273,987072.0416,1002937.73
1085,251048.3304,7291.823719,0,0,0,93.22184475,14.69036257,1,2.296686433,0.064327485,987092.238,1003126.965
1086,288376.2564,7677.724255,0,0,0,93.99773857,14.68817899,1,2.376638339,0.102564103,986977.7023,1003547.621
1087,292354.2102,7995.210678,0,0,0,94.43894688,14.6890544,1,2.330727828,0.038391225,987017.0605,1003862.45
1088,288699.6836,8295.70532,0,0,0,94.89087067,14.68805952,1,2.950643623,0.15819209,987037.8282,1004163.735
1089,286627.7856,8544.381923,0,0,0,95.23388218,14.68704228,1,3.303162999,0.174582798,987075.0126,1004408.914
1090,286396.2935,8836.702412,0,0,0,95.70985187,14.68300469,1,3.517510498,0.233657858,987064.534,1004707.92
1091,288223.6222,9034.824482,0,0,0,96.11346707,14.67734935,1,3.550711498,0.414814815,986977.2996,1004925.262
1220,195667.7071,4684.196895,0,1,0,89.67932097,14.54815212,1,2.107886653,0.820083682,987385.9217,1000281.141
1221,197762.2235,4908.642581,0,1,0,89.79703723,14.57509954,1,2.11941267,0.780346821,987378.8445,1000530.791
1222,199377.1481,5176.282781,0,1,0,89.96727855,14.60295216,1,2.110053667,0.801169591,987377.2301,1000822.021
1223,208345.837,5428.086135,0,1,0,90.08623063,14.62549523,1,2.092016666,0.883152174,987412.0478,1001079.143
1224,224933.254,5751.523474,0,0.966010733,0,90.47394504,14.6494749,1,2.068078516,0.813953488,987386.9083,1001434.44
1225,206354.8574,6013.058811,0,0.290434783,0,90.80417185,14.66476238,1,2.069897995,0.462608696,987376.9249,1001715.362
1226,223040.1742,6326.751972,0,0,0,91.08975185,14.68077381,1,2.141377521,0.228228228,987429.2415,1002028.51
1227,244362.9446,6613.385493,0,0,0,91.57202873,14.68989669,1,2.203371038,0.048192771,987400.0204,1002338.663
1228,237746.5096,6882.223509,0,0,0,92.03456847,14.69571887,1,2.219280837,0.182621502,987379.5252,1002625.768
1229,245186.7224,7175.602999,0,0,0,92.56259853,14.69936067,1,2.24288987,0.178929766,987352.921,1002938.589
1230,247780.71,7406.138699,0,0,0,92.93106267,14.70183155,1,2.311843062,0.06504065,987360.6688,1003174.97
1231,247561.3544,7764.302827,0,0,0,93.46386054,14.70444241,1,2.428126784,0.110307414,987399.8979,1003534.318
1232,270588.4876,8024.958935,0,0,0,93.95004355,14.70286216,1,2.516994417,0.139318885,987381.5393,1003807.639
1233,285550.6289,8258.604302,0,0,0,94.28557294,14.70310138,1,2.928949801,0.100628931,987434.5958,1004034.494
1234,286703.4082,8552.394225,0,0,0,95.0056081,14.69386772,1,3.276823333,0.110204082,987273.0844,1004374.913
1235,283944.0855,8895.436642,0,0,0,95.59567888,14.68842525,1,3.792756849,0.125,987259.2886,1004728.099
1365,191610.9919,4791.540929,0,1,0,88.92826461,14.54578438,1,2.100178636,0.932614555,987683.0112,1000249.664
1366,192940.5011,5019.820365,0,1,0,89.06125665,14.57843038,1,2.115745595,0.88590604,987672.0382,1000513.153
1367,199107.756,5291.320171,0,1,0,89.28011367,14.6110478,1,2.11863722,0.798408488,987663.0098,1000819.567
1368,239242.0027,5554.999309,0,1,0,89.59167064,14.6374203,1,2.09853025,0.863636364,987636.4633,1001121.409
1369,240235.194,5806.182811,0,1,0,89.89554481,14.65780885,1,2.090313805,0.711316397,987627.8977,1001397.88
1370,231685.5965,6107.534078,0,0.924611973,0,90.23710937,14.67762205,1,2.076608327,0.33924612,987643.8834,1001715.528
1371,196230.787,6428.226805,0,0,0,90.71791853,14.69274807,1,2.124441453,0.290726817,987639.9837,1002060.231
1372,207501.2783,6652.516739,0,0,0,90.98019645,14.70201322,1,2.165987449,0.238207547,987677.4789,1002284.56
1373,215244.7565,6970.239641,0,0,0,91.55149508,14.70917351,1,2.174862769,0.24137931,987663.0833,1002625.928
1374,230243.5431,7260.138289,0,0,0,92.03316395,14.71422822,1,2.21870284,0.253807107,987681.1615,1002924.872
1375,239427.6272,7525.594672,0,0,0,92.55336839,14.71538968,1,2.272655563,0.113772455,987664.15,1003208.813
1376,246246.3402,7825.92344,0.001371742,0,0,93.10539736,14.71561313,1,2.390714305,0.137174211,987668.0658,1003521.108
1377,254868.2912,8084.238647,0,0,0,93.59847082,14.71414244,1,2.619103259,0.146520147,987664.7733,1003790.798
1378,284667.0906,8393.499085,0,0,0,94.16934767,14.71129102,1,3.061956115,0.133962264,987674.0871,1004108.934
1379,284205.7,8593.731027,0,0,0,94.40879576,14.71224625,1,3.353177113,0.066666667,987769.3641,1004289.574
1509,191611.4286,4839.328218,0,1,0,87.75494167,14.52451938,1,2.061180353,1,988089.4041,1000058.551
1510,191784.098,4898.442805,0,1,0,88.1466379,14.54133113,1,2.073351197,0.909313725,987967.7923,1000206.694
1511,197444.6282,5195.15427,0,1,0,88.21910515,14.59006126,1,2.088896982,0.794457275,987992.9941,1000536.679
1512,196931.3326,5404.105871,0,1,0,88.47157307,14.61978488,1,2.101061201,0.818947368,987966.4851,1000790.916
1513,203247.0408,5661.066468,0,1,0,88.78914985,14.64947622,1,2.108828844,0.869387755,987948.7282,1001089.859
1514,206579.2674,5966.518856,0.011627907,1,0,89.03600941,14.6775739,1,2.090544836,0.662790698,987992.5548,1001408.186
1515,224826.0183,6230.800166,0,1,0,89.61918797,14.6937386,1,2.063702404,0.276887872,987930.1558,1001728.15
1516,219963.9747,6455.946419,0,0.48989899,0,90.02755279,14.70425709,1,2.115717204,0.272727273,987913.3031,1001980.519
1517,190783.8865,6726.422574,0,0,0,90.49897366,14.71406443,1,2.183016142,0.221621622,987910.8989,1002273.803
1518,188823.5289,7106.380368,0,0,0,91.02787664,14.72605259,1,2.172189691,0.232851986,987985.0759,1002651.547
1519,193720.6832,7342.669051,0,0,0,91.53231424,14.72825319,1,2.232457689,0.209158416,987972.6173,1002908.734
1520,236601.3549,7628.445401,0,0,0,92.09006358,14.72998938,1,2.296071792,0.082321188,987981.1789,1003209.233
1521,251084.5126,7896.753179,0,0,0,92.6410674,14.72946377,1,2.34650887,0.07816092,987982.6639,1003492.48
1522,255064.9565,8179.481667,0,0,0,93.27844857,14.72600719,1,2.665133383,0.111111111,987960.8349,1003797.693
1523,283522.5468,8494.081954,0,0,0,93.90671409,14.72214617,1,3.204634163,0.106029106,987968.1013,1004124.955
1524,283927.1688,8652.207487,0,0,0,94.22293864,14.7193299,1,3.484469284,0.103896104,987961.8586,1004291.87
1528,546876.5,9879.820724,0,0,0,96.63759232,14.68762827,0,3.53978765,0.5,987971.3572,1005563.913
1653,56563.09091,4736.105011,0,1,0,87.06773862,14.46043379,1,2.064854882,0.181818182,988328.1032,999755.8309
1654,56460.88103,4831.590373,0.012861736,1,0,87.07686686,14.48392691,1,2.057505105,0.135048232,988320.7228,999882.037
1655,219993.9642,5086.216824,0,1,0,87.31950225,14.55260541,1,2.035520682,0.41046832,988261.8948,1000238.189
1656,219550.9153,5300.954888,0,1,0,87.49439665,14.59536621,1,2.049774644,0.797814208,988245.9656,1000506.05
1657,214029.0481,5540.054478,0,1,0,87.65286331,14.63288277,1,2.072546808,0.916666667,988258.3768,1000779.336
1658,193438.7544,5866.572232,0,1,0,88.26175382,14.67221496,1,2.097515993,0.894736842,988195.8527,1001191.567
1659,192734.7512,6157.439669,0.004878049,1,0,88.35628219,14.70054569,1,2.087590487,0.229268293,988297.1771,1001466.413
1660,192910.9496,6440.644212,0,0.856115108,0,88.61747467,14.72197188,1,2.092522547,0.208633094,988367.6049,1001748.678
1661,231773.0765,6611.483667,0,0,0,89.32475207,14.72449676,1,2.118031464,0.142857143,988250.302,1001997.704
1662,189986.9051,6992.938618,0,0,0,89.71516173,14.74217355,1,2.141808411,0.102189781,988371.4873,1002361.582
1663,191498.4004,7194.463007,0,0,0,90.45666474,14.74080347,1,2.166089332,0.16017316,988271.4619,1002627.3
1664,228802.4664,7440.245343,0,0,0,91.11699968,14.74101021,1,2.22869751,0.162055336,988229.6123,1002911.891
1665,248885.2487,7703.134528,0,0,0,91.78283897,14.73965086,1,2.30011821,0.076142132,988195.8348,1003208.163
1666,259672.5887,8025.360599,0,0,0,92.2797289,14.7429159,1,2.447304638,0.127659574,988295.2696,1003513.789
1667,273767.7856,8283.955363,0,0,0,92.93233961,14.73846845,1,2.763782192,0.167728238,988264.4404,1003801.117
1668,277957.3194,8543.139918,0,0,0,93.50834803,14.73436646,1,3.091139393,0.154761905,988270.0757,1004074.046
1669,273557.5183,8868.213487,0,0,0,94.17803701,14.72856557,1,3.275490951,0.199541284,988298.069,1004407.984
1670,270060.3814,9059.865018,0,0,0,94.52142399,14.72576251,1,3.288575265,0.245762712,988344.3125,1004594.319
1757,546718,1747.997034,0,1,0,102.9745483,14.46072292,0,2.805922031,1,988695.4124,987358.9586
1773,546490.5,1283.46489,0,0,1,98.46373749,14.4279747,0,2.037503004,0.5,988660.2843,992160.7558
1776,546535,1480.527497,0,0,1,97.02069092,14.40393257,0,2.089317322,0,988571.2288,993158.7567
1792,55801.5,3807.653342,0,0,1,87.9634007,14.04261868,1,2.147851365,0,988705.9189,997904.852
1793,55941,3851.039705,0,0,1,87.81984456,14.05005519,1,2.125503858,0,988699.8475,998002.8733
1798,56688.47059,4852.472368,0,1,0,86.22741295,14.43105944,1,2.069431347,0.117647059,988600.7529,999675.7559
1799,56662.78824,4892.475968,0.023529412,1,0,86.68833627,14.47661637,1,2.059648331,0.129411765,988453.3997,999855.0566
1800,220038.3529,5245.607242,0,1,0,86.47542585,14.56091524,1,2.013415617,0.905882353,988538.1375,1000235.68
1801,220179.7385,5450.228255,0,1,0,86.77858986,14.60951049,1,2.019892174,0.9,988485.3378,1000525.337
1802,220163,5573.579505,0,1,0,87.08464696,14.63405998,1,2.048232079,1,988443.3886,1000702.554
1803,219614.8116,5991.387525,0,1,0,87.38475236,14.69084024,1,2.062461314,0.304347826,988493.7691,1001163.434
1804,193149.7333,6337.345989,0,1,0,87.89734548,14.71964423,1,2.10661335,0,988518.9672,1001548.921
1805,194172.7556,6463.068212,0.004444444,0.791111111,0,88.2317101,14.72792776,1,2.125775335,0.284444444,988495.2498,1001705.377
1806,206890.7739,6757.631483,0,0,0,88.45867996,14.74658799,1,2.160491841,0.46743295,988603.6152,1001980.924
1807,214604.336,7000.672439,0.004,0,0,89.07976587,14.75252847,1,2.152094745,0.328,988583.5591,1002264.939
1808,239890.5263,7291.199042,0.013157895,0,0,89.97625712,14.75387846,1,2.14764617,0.078947368,988518.0586,1002620.602
1809,234824,7482.569601,0,0,0,90.26968384,14.75894165,1,2.172656536,1,988611.3786,1002788.234
1810,283202.7059,7947.366103,0,0,0,91.20357558,14.76164381,1,2.272488389,0.141176471,988675.2869,1003269.6
1811,268677.328,8157.629212,0,0,0,91.9559006,14.75519662,1,2.468003035,0.137992832,988585.3402,1003537.826
1812,266649.2076,8399.459389,0,0,0,92.58796985,14.75099082,1,2.622409014,0.142857143,988574.0668,1003803.943
1813,277810.8444,8642.67113,0,0,0,93.16176557,14.74675904,1,2.729693052,0.18622449,988587.1692,1004060.083
1814,270365.1772,9007.502371,0,0,0,94.24813949,14.73176701,1,3.228192972,0.35443038,988458.5191,1004498.573
1815,270103.7619,9089.620896,0,0,0,94.46633366,14.72855963,1,3.310269276,0.047619048,988439.9568,1004592.257
1817,264131.5,9973.642547,0,0,0,96.08857897,14.70795133,1,3.455669059,0.166666667,988705.0907,1005433.034
1818,267874.0941,10124.72695,0,0,0,96.43190556,14.70115038,0.988235294,3.789026789,0.08627451,988668.1138,1005605.238
1819,282993.0625,10306.04415,0,0,0,96.77015972,14.69484186,0.875,3.79576689,0.0625,988689.3637,1005788.798
1901,546717,2130.004909,0,0,1,103.2748108,14.4602499,0,2.246408463,0,989017.9291,987147.313
1906,546719,1759.588134,0,1,0,102.4342651,14.45835304,0,2.158766985,0,988917.6016,988390.1528
1908,546726,1512.77558,0,0,1,102.056282,14.45621014,0,2.175266504,0,989019.1243,989056.7916
1918,546488.5,1367.25454,0,0,1,98.5949173,14.42942429,0,1.97327292,0,988757.8312,992085.4049
1922,546536.5,1855.459585,0,0,1,96.90227509,14.40050411,0,2.201382399,0,988972.8527,993188.6135
1937,61507.43966,3976.017723,0.017241379,0,1,87.52537241,13.98891586,1,2.171684927,0.086206897,988902.3869,997922.0169
1938,57354.38916,4015.198892,0.004926108,0,1,87.36892693,13.99772173,1,2.159517643,0.044334975,988883.3354,998013.0727
1942,57065.16071,4941.57851,0,1,0,85.10161495,14.34416572,1,2.073521716,0.107142857,988982.891,999430.9295
1943,54295.6996,4983.544461,0.008064516,1,0,85.34812637,14.40204076,1,2.058652891,0.084677419,988879.532,999596.0092
1944,53462.55,5159.535216,0,1,0,85.46638908,14.48193564,1,2.041646206,0.55,988824.7926,999888.0645
1945,220557,5346.069525,0,1,0,85.46857687,14.55881801,1,2.012949155,0.923076923,988815.1745,1000143.809
1949,207341.9398,6507.004438,0,1,0,86.39507193,14.75434925,1,2.052572552,0.843373494,988994.8056,1001453.803
1950,207058.6857,6683.191502,0,0.757142857,0,87.09794486,14.76020682,1,2.098188553,0.642857143,988923.2267,1001708.359
1951,206178.8237,6925.458129,0,0.13583815,0,87.85722737,14.76594193,1,2.150622045,0.404624277,988880.5543,1002016.701
1952,220447.4481,7175.61187,0,0,0,88.55706778,14.76973776,1,2.127576948,0.352697095,988869.5557,1002310.375
1953,229497.3929,7446.730109,0,0,0,89.24656471,14.77267737,1,2.127000885,0.178717599,988882.9825,1002610.612
1954,234341.6061,7726.32489,0,0,0,89.87322017,14.77501211,1,2.166330617,0.127591707,988936.4322,1002897.494
1955,282986.671,8042.839564,0,0,0,91.09986484,14.76736532,1,2.27421701,0.148387097,988816.6824,1003308.821
1956,281703.4015,8216.651919,0,0,0,91.55441349,14.76541882,1,2.349224375,0.133819951,988818.0764,1003499.176
1957,261654.2828,8463.514548,0,0,0,92.30767703,14.75951988,1,2.485127861,0.131147541,988779.219,1003786.491
1958,277827.5,8631.397813,0,0,0,92.84071181,14.75447771,1,2.603513479,0.111111111,988734.0158,1003988.188
1960,266657.6364,9526.663091,0,0,0,94.65632837,14.73751181,1,2.738068624,0.181818182,989008.9943,1004840.275
1961,266962.814,9698.955846,0,0,0,95.14648856,14.72863204,1,2.9693625,0.307926829,988951.5297,1005048.405
1962,265035.8113,9935.117447,0,0,0,95.78508851,14.71625963,1,3.285858123,0.190251572,988885.13,1005326.1
1963,264330.1503,10197.02568,0,0,0,96.37719085,14.70485404,1,3.601075019,0.124183007,988874.5802,1005608.417
1964,273862.9461,10451.06436,0.001996008,0,0,96.8966089,14.69473192,1,3.745469726,0.211576846,988902.2578,1005867.698
1966,548590,10953.51639,0,0,0,97.94496155,14.67291832,0,3.571534395,0,988955.0263,1006380.104
2050,546720,2009.465912,0,1,0,102.6811142,14.45822334,0,2.007022381,0,989103.7343,988218.4398
2051,546725,1750.319267,0,1,0,102.3584518,14.45741558,0,2.428899765,0,989055.5863,988620.2864
2053,546727,1450.845398,0,0,1,101.9273834,14.45565033,0,2.042620182,0,989040.6675,989241.78
2054,546732,1598.08324,0,1,0,101.8696136,14.45441818,0,1.915811419,0,989293.3691,989440.2224
2055,546733,1496.285032,0,0,1,101.5801697,14.45303059,0,1.741485834,0,989276.3433,989768.5927
2066,546538,2154.1853,0,0,1,97.07949066,14.40400028,0,1.940241694,0,989313.1676,993134.1076
2080,67947.6,3787.426384,0,0,1,88.00675049,13.92116127,1,2.117470026,0.2,989251.5225,997343.0195
2081,67094.54198,3885.342436,0.030534351,0,1,87.71958466,13.90791616,1,2.119339879,0.080152672,989244.8638,997485.119
2082,65323.00803,4089.722106,0.012048193,0,1,87.10384061,13.90724692,1,2.172594905,0.046184739,989175.9354,997820.1538
2083,65003.15385,4187.983357,0,0,1,86.83472208,13.92562012,1,2.106640944,0,989128.689,997991.4536
2087,59932.57676,5045.580423,0.022821577,1,0,84.42469109,14.30267625,1,2.052102506,0.099585062,989194.5341,999350.0563
2088,55082.31133,5199.955197,0,1,0,84.37490489,14.41285821,1,2.037471773,0.04234122,989151.1418,999627.3295
2089,52668.00321,5333.52035,0,1,0,84.29038368,14.47836525,1,2.024478809,0.147435897,989156.4936,999813.6336
2090,199777.5,5616.55915,0,1,0,84.21255886,14.59320977,1,1.964485078,0.313432836,989184.5615,1000178.297
2093,202923.7689,6440.141364,0,1,0,85.26298411,14.76316616,1,2.014962415,0.403361345,989213.3123,1001218.564
2094,206266.9514,6573.047222,0,1,0,85.74801858,14.76996952,1,2.040312926,0.712550607,989174.4705,1001409.731
2095,205644.2085,6839.564915,0,1,0,86.41524355,14.78139141,1,2.076507732,0.918727915,989180.2032,1001728.465
2096,213944.9611,7083.858319,0,0.719844358,0,87.1836384,14.78474401,1,2.088996845,0.501945525,989161.407,1002030.74
2097,233510.6101,7324.419466,0,0.132867133,0,87.82316983,14.78712747,1,2.086171763,0.437062937,989183.6898,1002299.19
2098,228087.4793,7615.740628,0,0,0,88.77400794,14.78588897,1,2.115772885,0.112449799,989167.6033,1002645.816
2099,231679.4502,7783.177179,0,0,0,89.4383302,14.78322947,1,2.158622802,0.337638376,989125.9752,1002860.449
2100,224514.1067,8189.658341,0,0,0,90.26923197,14.78524876,1,2.225804833,0.6,989269.2725,1003244.283
2101,224287.6667,8318.579184,0,0,0,90.57401276,14.78507614,1,2.270643473,0.333333333,989306.8245,1003370.158
2104,267893.9551,9273.291661,0,0,0,93.57278991,14.75842917,1,2.405329999,0.106741573,989261.4344,1004454.673
2105,266000.9887,9492.779009,0,0,0,94.27764759,14.74694066,1,2.545178911,0.185028249,989188.3094,1004727.109
2106,265765.4815,9747.976948,0,0,0,94.97105914,14.73522518,1,2.910877258,0.190150479,989169.1793,1005012.114
2107,264395.0948,10000.78549,0,0,0,95.62842901,14.72288559,1,3.221684037,0.14516129,989145.736,1005294.389
2108,267406.9524,10302.16786,0,0,0,96.31287396,14.7095263,1,3.263592794,0.257540603,989163.7504,1005610.842
2109,278597.0387,10553.07243,0,0,0,96.89953716,14.69696399,1,3.601049054,0.163904236,989137.5619,1005889.12
2110,281742.16,10717.02837,0,0,0,97.31757874,14.68756908,1,3.540272541,0.08,989097.9501,1006078.844
